Data,Vendedor,Produto,Valor Unitario,Quantidade Vendida,Faturamento,Lucro,Forma de Pagamento,Local da venda,Unnamed: 0
24/8/2020,João Lira - 17278283926,Tablet,R$ 500,1,R$ 500,R$ 300,Cartão de Crédito,São Paulo (SP),99
24/8/2020,João Martins - 16337283762,Celular,R$ 300,3,R$ 900,R$ 500,Boleto,Sergipe (SE),49
24/8/2020,João Martins - 16337283762,Tablet,R$ 500,2,R$ 1.000,R$ 400,Boleto,Tocantins (TO),25
24/8/2020,João Martins - 16337283762,Notebook,R$ 700,2,R$ 1.400,R$ 800,Cartão de Crédito,Bahia (BA),42
25/8/2020,Alon Pinheiro - 14037281763,Celular,R$ 300,4,R$ 1.200,R$ 600,Boleto,Ceará (CE),30
25/8/2020,Alon Pinheiro - 14037281763,Tablet,R$ 500,5,R$ 2.500,R$ 1.600,Cartão de Crédito,Distrito Federal (DF),40
25/8/2020,Alon Pinheiro - 14037281763,Notebook,R$ 700,1,R$ 700,R$ 300,Cartão de Crédito,Espírito Santo (ES),72
25/8/2020,Diego Amorim - 13201937281,Celular,R$ 300,7,R$ 2.100,R$ 1.200,Cartão de Crédito,Goiás (GO),5
25/8/2020,Diego Amorim - 13201937281,Tablet,R$ 500,5,R$ 2.500,R$ 1.300,Boleto,Maranhão (MA),60
25/8/2020,Diego Amorim - 13201937281,Notebook,R$ 700,1,R$ 700,R$ 300,Boleto,Mato Grosso (MT),8
25/8/2020,João Lira - 17278283926,Celular,R$ 300,1,R$ 300,R$ 100,Cartão de Crédito,Mato Grosso do Sul (MS),33
25/8/2020,João Lira - 17278283926,Notebook,R$ 700,2,R$ 1.400,R$ 300,Cartão de Crédito,Minas Gerais (MG),79
25/8/2020,João Martins - 16337283762,Celular,R$ 300,9,R$ 2.700,R$ 700,Cartão de Crédito,Pará (PA),52
25/8/2020,João Martins - 16337283762,Tablet,R$ 500,7,R$ 3.500,R$ 1.800,Cartão de Crédito,Paraíba (PB),80
25/8/2020,João Martins - 16337283762,Notebook,R$ 700,0,R$ 0,R$ 0,Cartão de Crédito,Paraná (PR),20
25/8/2020,Alon Pinheiro - 14037281763,Celular,R$ 300,4,R$ 1.200,R$ 400,Boleto,Pernambuco (PE),69
25/8/2020,Alon Pinheiro - 14037281763,Tablet,R$ 500,0,R$ 0,R$ 0,Cartão de Crédito,Piauí (PI),73
25/8/2020,Alon Pinheiro - 14037281763,Notebook,R$ 700,0,R$ 0,R$ 0,Cartão de Crédito,Rio de Janeiro (RJ),41
25/8/2020,Diego Amorim - 13201937281,Celular,R$ 300,4,R$ 1.200,R$ 600,Cartão de Crédito,Rio Grande do Norte (RN),93
25/8/2020,Diego Amorim - 13201937281,Tablet,R$ 500,7,R$ 3.500,R$ 2.000,Boleto,Rio Grande do Sul (RS),82
25/8/2020,Diego Amorim - 13201937281,Notebook,R$ 700,4,R$ 2.800,R$ 1.200,Cartão de Crédito,Rondônia (RO),7
25/8/2020,João Lira - 17278283926,Notebook,R$ 700,4,R$ 2.800,R$ 1.100,Boleto,Roraima (RR),22
25/8/2020,João Martins - 16337283762,Celular,R$ 300,1,R$ 300,R$ 100,Cartão de Crédito,Santa Catarina (SC),38
25/8/2020,João Martins - 16337283762,Tablet,R$ 500,1,R$ 500,R$ 200,Cartão de Crédito,São Paulo (SP),50
25/8/2020,João Martins - 16337283762,Notebook,R$ 700,2,R$ 1.400,R$ 400,Boleto,Sergipe (SE),56
25/8/2020,Alon Pinheiro - 14037281763,Celular,R$ 300,2,R$ 600,R$ 300,Boleto,Tocantins (TO),62
25/8/2020,Alon Pinheiro - 14037281763,Tablet,R$ 500,2,R$ 1.000,R$ 500,Cartão de Crédito,Acre (AC),97
25/8/2020,Alon Pinheiro - 14037281763,Notebook,R$ 700,6,R$ 4.200,R$ 1.300,Cartão de Crédito,Alagoas (AL),5
25/8/2020,Diego Amorim - 13201937281,Celular,R$ 300,1,R$ 300,R$ 100,Boleto,Amapá (AP),90
25/8/2020,Diego Amorim - 13201937281,Tablet,R$ 500,3,R$ 1.500,R$ 700,Cartão de Crédito,Amazonas (AM),4
25/8/2020,Diego Amorim - 13201937281,Notebook,R$ 700,3,R$ 2.100,R$ 400,Cartão de Crédito,Bahia (BA),52
25/8/2020,João Lira - 17278283926,Celular,R$ 300,4,R$ 1.200,R$ 700,Cartão de Crédito,Ceará (CE),1
25/8/2020,João Lira - 17278283926,Tablet,R$ 500,0,R$ 0,R$ 0,Cartão de Crédito,Distrito Federal (DF),98
25/8/2020,João Lira - 17278283926,Notebook,R$ 700,2,R$ 1.400,R$ 500,Cartão de Crédito,Espírito Santo (ES),73
25/8/2020,João Martins - 16337283762,Celular,R$ 300,2,R$ 600,R$ 100,Cartão de Crédito,Goiás (GO),93
25/8/2020,João Martins - 16337283762,Tablet,R$ 500,2,R$ 1.000,R$ 500,Boleto,Maranhão (MA),79
25/8/2020,João Martins - 16337283762,Notebook,R$ 700,2,R$ 1.400,R$ 500,Cartão de Crédito,Mato Grosso (MT),20
26/8/2020,Alon Pinheiro - 14037281763,Celular,R$ 300,4,R$ 1.200,R$ 500,Boleto,Mato Grosso do Sul (MS),93
26/8/2020,Alon Pinheiro - 14037281763,Tablet,R$ 500,0,R$ 0,R$ 0,Boleto,Minas Gerais (MG),45
26/8/2020,Alon Pinheiro - 14037281763,Notebook,R$ 700,2,R$ 1.400,R$ 600,Cartão de Crédito,Pará (PA),35
26/8/2020,Diego Amorim - 13201937281,Celular,R$ 300,8,R$ 2.400,R$ 600,Cartão de Crédito,Paraíba (PB),40
26/8/2020,Diego Amorim - 13201937281,Tablet,R$ 500,5,R$ 2.500,R$ 1.000,Cartão de Crédito,Paraná (PR),19
26/8/2020,Diego Amorim - 13201937281,Notebook,R$ 700,6,R$ 4.200,R$ 2.600,Boleto,Pernambuco (PE),64
26/8/2020,João Lira - 17278283926,Tablet,R$ 500,1,R$ 500,R$ 200,Cartão de Crédito,Piauí (PI),95
26/8/2020,João Martins - 16337283762,Celular,R$ 300,5,R$ 1.500,R$ 700,Cartão de Crédito,Rio de Janeiro (RJ),48
26/8/2020,João Martins - 16337283762,Tablet,R$ 500,6,R$ 3.000,R$ 800,Cartão de Crédito,Rio Grande do Norte (RN),45
26/8/2020,João Martins - 16337283762,Notebook,R$ 700,7,R$ 4.900,R$ 2.900,Boleto,Rio Grande do Sul (RS),1
26/8/2020,Alon Pinheiro - 14037281763,Celular,R$ 300,3,R$ 900,R$ 300,Cartão de Crédito,Rondônia (RO),21
26/8/2020,Alon Pinheiro - 14037281763,Tablet,R$ 500,6,R$ 3.000,R$ 1.300,Boleto,Roraima (RR),26
26/8/2020,Alon Pinheiro - 14037281763,Notebook,R$ 700,1,R$ 700,R$ 400,Boleto,Santa Catarina (SC),62
26/8/2020,Diego Amorim - 13201937281,Celular,R$ 300,2,R$ 600,R$ 300,Boleto,São Paulo (SP),74
26/8/2020,Diego Amorim - 13201937281,Tablet,R$ 500,3,R$ 1.500,R$ 900,Cartão de Crédito,Sergipe (SE),67
26/8/2020,Diego Amorim - 13201937281,Notebook,R$ 700,5,R$ 3.500,R$ 1.000,Cartão de Crédito,Tocantins (TO),84
26/8/2020,João Lira - 17278283926,Notebook,R$ 700,7,R$ 4.900,R$ 2.800,Cartão de Crédito,Bahia (BA),1
26/8/2020,João Martins - 16337283762,Celular,R$ 300,2,R$ 600,R$ 300,Boleto,Ceará (CE),41
26/8/2020,João Martins - 16337283762,Tablet,R$ 500,4,R$ 2.000,R$ 900,Cartão de Crédito,Distrito Federal (DF),6
26/8/2020,João Martins - 16337283762,Notebook,R$ 700,2,R$ 1.400,R$ 900,Cartão de Crédito,Espírito Santo (ES),87
26/8/2020,Alon Pinheiro - 14037281763,Celular,R$ 300,6,R$ 1.800,R$ 900,Cartão de Crédito,Goiás (GO),4
26/8/2020,Alon Pinheiro - 14037281763,Tablet,R$ 500,1,R$ 500,R$ 200,Cartão de Crédito,Maranhão (MA),37
26/8/2020,Alon Pinheiro - 14037281763,Notebook,R$ 700,0,R$ 0,R$ 0,Cartão de Crédito,Mato Grosso (MT),77
26/8/2020,Diego Amorim - 13201937281,Celular,R$ 300,3,R$ 900,R$ 300,Cartão de Crédito,Mato Grosso do Sul (MS),85
26/8/2020,Diego Amorim - 13201937281,Tablet,R$ 500,1,R$ 500,R$ 200,Cartão de Crédito,Minas Gerais (MG),13
26/8/2020,Diego Amorim - 13201937281,Notebook,R$ 700,3,R$ 2.100,R$ 400,Cartão de Crédito,Pará (PA),71
26/8/2020,João Lira - 17278283926,Notebook,R$ 700,1,R$ 700,R$ 200,Cartão de Crédito,Paraíba (PB),69
26/8/2020,João Martins - 16337283762,Celular,R$ 300,3,R$ 900,R$ 500,Cartão de Crédito,Paraná (PR),36
26/8/2020,João Martins - 16337283762,Tablet,R$ 500,3,R$ 1.500,R$ 600,Cartão de Crédito,Pernambuco (PE),68
26/8/2020,João Martins - 16337283762,Notebook,R$ 700,1,R$ 700,R$ 200,Cartão de Crédito,Piauí (PI),19
27/8/2020,Alon Pinheiro - 14037281763,Celular,R$ 300,3,R$ 900,R$ 300,Cartão de Crédito,Rio de Janeiro (RJ),58
27/8/2020,Alon Pinheiro - 14037281763,Tablet,R$ 500,0,R$ 0,R$ 0,Cartão de Crédito,Rio Grande do Norte (RN),80
27/8/2020,Alon Pinheiro - 14037281763,Notebook,R$ 700,0,R$ 0,R$ 0,Cartão de Crédito,Rio Grande do Sul (RS),5
27/8/2020,Diego Amorim - 13201937281,Celular,R$ 300,2,R$ 600,R$ 300,Boleto,Rondônia (RO),88
27/8/2020,Diego Amorim - 13201937281,Tablet,R$ 500,6,R$ 3.000,R$ 1.700,Cartão de Crédito,Roraima (RR),51
27/8/2020,Diego Amorim - 13201937281,Notebook,R$ 700,1,R$ 700,R$ 300,Cartão de Crédito,Santa Catarina (SC),84
27/8/2020,João Lira - 17278283926,Celular,R$ 300,7,R$ 2.100,R$ 900,Cartão de Crédito,São Paulo (SP),99
27/8/2020,João Lira - 17278283926,Notebook,R$ 700,7,R$ 4.900,R$ 2.300,Cartão de Crédito,Sergipe (SE),53
27/8/2020,João Martins - 16337283762,Celular,R$ 300,7,R$ 2.100,R$ 1.300,Cartão de Crédito,Tocantins (TO),20
27/8/2020,João Martins - 16337283762,Tablet,R$ 500,4,R$ 2.000,R$ 800,Cartão de Crédito,Acre (AC),45
27/8/2020,João Martins - 16337283762,Notebook,R$ 700,5,R$ 3.500,R$ 700,Cartão de Crédito,Alagoas (AL),18
27/8/2020,Alon Pinheiro - 14037281763,Celular,R$ 300,3,R$ 900,R$ 400,Cartão de Crédito,Amapá (AP),7
27/8/2020,Alon Pinheiro - 14037281763,Tablet,R$ 500,6,R$ 3.000,R$ 700,Cartão de Crédito,Amazonas (AM),42
27/8/2020,Alon Pinheiro - 14037281763,Notebook,R$ 700,5,R$ 3.500,R$ 1.200,Cartão de Crédito,Bahia (BA),68
27/8/2020,Diego Amorim - 13201937281,Celular,R$ 300,0,R$ 0,R$ 0,Cartão de Crédito,Ceará (CE),33
27/8/2020,Diego Amorim - 13201937281,Tablet,R$ 500,8,R$ 4.000,R$ 1.100,Cartão de Crédito,Distrito Federal (DF),77
27/8/2020,Diego Amorim - 13201937281,Notebook,R$ 700,5,R$ 3.500,R$ 1.800,Boleto,Espírito Santo (ES),44
27/8/2020,João Lira - 17278283926,Celular,R$ 300,2,R$ 600,R$ 300,Cartão de Crédito,Goiás (GO),57
27/8/2020,João Lira - 17278283926,Tablet,R$ 500,4,R$ 2.000,R$ 1.200,Cartão de Crédito,Maranhão (MA),15
27/8/2020,João Lira - 17278283926,Notebook,R$ 700,8,R$ 5.600,R$ 1.500,Boleto,Mato Grosso (MT),2
27/8/2020,João Martins - 16337283762,Celular,R$ 300,2,R$ 600,R$ 300,Cartão de Crédito,Mato Grosso do Sul (MS),94
27/8/2020,João Martins - 16337283762,Tablet,R$ 500,0,R$ 0,R$ 0,Cartão de Crédito,Minas Gerais (MG),27
27/8/2020,João Martins - 16337283762,Notebook,R$ 700,0,R$ 0,R$ 0,Cartão de Crédito,Pará (PA),47
27/8/2020,Alon Pinheiro - 14037281763,Celular,R$ 300,6,R$ 1.800,R$ 400,Boleto,Paraíba (PB),52
27/8/2020,Alon Pinheiro - 14037281763,Tablet,R$ 500,3,R$ 1.500,R$ 300,Cartão de Crédito,Paraná (PR),80
27/8/2020,Alon Pinheiro - 14037281763,Notebook,R$ 700,6,R$ 4.200,R$ 2.600,Cartão de Crédito,Pernambuco (PE),2
27/8/2020,Diego Amorim - 13201937281,Celular,R$ 300,2,R$ 600,R$ 300,Cartão de Crédito,Piauí (PI),51
27/8/2020,Diego Amorim - 13201937281,Tablet,R$ 500,2,R$ 1.000,R$ 500,Cartão de Crédito,Rio de Janeiro (RJ),17
27/8/2020,Diego Amorim - 13201937281,Notebook,R$ 700,0,R$ 0,R$ 0,Cartão de Crédito,Rio Grande do Norte (RN),61
27/8/2020,João Lira - 17278283926,Celular,R$ 300,1,R$ 300,R$ 100,Cartão de Crédito,Rio Grande do Sul (RS),62
27/8/2020,João Martins - 16337283762,Celular,R$ 300,2,R$ 600,R$ 200,Cartão de Crédito,Rondônia (RO),2
27/8/2020,João Martins - 16337283762,Tablet,R$ 500,3,R$ 1.500,R$ 900,Cartão de Crédito,Roraima (RR),74
27/8/2020,João Martins - 16337283762,Notebook,R$ 700,2,R$ 1.400,R$ 800,Cartão de Crédito,Santa Catarina (SC),2
28/8/2020,Alon Pinheiro - 14037281763,Celular,R$ 300,1,R$ 300,R$ 100,Boleto,São Paulo (SP),15
28/8/2020,Alon Pinheiro - 14037281763,Tablet,R$ 500,1,R$ 500,R$ 300,Cartão de Crédito,Sergipe (SE),26
28/8/2020,Alon Pinheiro - 14037281763,Notebook,R$ 700,0,R$ 0,R$ 0,Boleto,Tocantins (TO),53
28/8/2020,Diego Amorim - 13201937281,Celular,R$ 300,4,R$ 1.200,R$ 500,Cartão de Crédito,Tocantins (TO),31
28/8/2020,Diego Amorim - 13201937281,Tablet,R$ 500,1,R$ 500,R$ 200,Boleto,São Paulo (SP),75
28/8/2020,Diego Amorim - 13201937281,Notebook,R$ 700,8,R$ 5.600,R$ 1.200,Boleto,Sergipe (SE),61
28/8/2020,João Lira - 17278283926,Celular,R$ 300,2,R$ 600,R$ 200,Cartão de Crédito,Tocantins (TO),6
28/8/2020,João Lira - 17278283926,Tablet,R$ 500,4,R$ 2.000,R$ 700,Cartão de Crédito,Acre (AC),39
28/8/2020,João Martins - 16337283762,Celular,R$ 300,6,R$ 1.800,R$ 500,Cartão de Crédito,Alagoas (AL),79
28/8/2020,João Martins - 16337283762,Tablet,R$ 500,6,R$ 3.000,R$ 1.700,Cartão de Crédito,Amapá (AP),31
28/8/2020,João Martins - 16337283762,Notebook,R$ 700,3,R$ 2.100,R$ 800,Cartão de Crédito,Amazonas (AM),68
28/8/2020,Alon Pinheiro - 14037281763,Celular,R$ 300,0,R$ 0,R$ 0,Boleto,Bahia (BA),78
28/8/2020,Alon Pinheiro - 14037281763,Tablet,R$ 500,1,R$ 500,R$ 100,Boleto,Ceará (CE),79
28/8/2020,Alon Pinheiro - 14037281763,Notebook,R$ 700,5,R$ 3.500,R$ 1.700,Cartão de Crédito,Distrito Federal (DF),38
28/8/2020,Diego Amorim - 13201937281,Celular,R$ 300,5,R$ 1.500,R$ 700,Cartão de Crédito,Espírito Santo (ES),24
28/8/2020,Diego Amorim - 13201937281,Tablet,R$ 500,5,R$ 2.500,R$ 600,Boleto,Goiás (GO),99
28/8/2020,Diego Amorim - 13201937281,Notebook,R$ 700,6,R$ 4.200,R$ 1.500,Cartão de Crédito,Maranhão (MA),93
28/8/2020,João Lira - 17278283926,Celular,R$ 300,8,R$ 2.400,R$ 1.000,Cartão de Crédito,Mato Grosso (MT),71
28/8/2020,João Lira - 17278283926,Tablet,R$ 500,6,R$ 3.000,R$ 800,Cartão de Crédito,Mato Grosso do Sul (MS),15
28/8/2020,João Lira - 17278283926,Notebook,R$ 700,5,R$ 3.500,R$ 700,Cartão de Crédito,Minas Gerais (MG),53
28/8/2020,João Martins - 16337283762,Celular,R$ 300,1,R$ 300,R$ 200,Cartão de Crédito,Pará (PA),77
28/8/2020,João Martins - 16337283762,Tablet,R$ 500,0,R$ 0,R$ 0,Cartão de Crédito,Paraíba (PB),58
28/8/2020,João Martins - 16337283762,Notebook,R$ 700,3,R$ 2.100,R$ 700,Cartão de Crédito,Paraná (PR),54
28/8/2020,Alon Pinheiro - 14037281763,Celular,R$ 300,6,R$ 1.800,R$ 500,Cartão de Crédito,Pernambuco (PE),73
28/8/2020,Alon Pinheiro - 14037281763,Tablet,R$ 500,6,R$ 3.000,R$ 1.800,Cartão de Crédito,Piauí (PI),5
28/8/2020,Alon Pinheiro - 14037281763,Notebook,R$ 700,0,R$ 0,R$ 0,Cartão de Crédito,Rio de Janeiro (RJ),28
28/8/2020,Diego Amorim - 13201937281,Celular,R$ 300,1,R$ 300,R$ 100,Boleto,Rio Grande do Norte (RN),9
28/8/2020,Diego Amorim - 13201937281,Tablet,R$ 500,1,R$ 500,R$ 200,Cartão de Crédito,Rio Grande do Sul (RS),0
28/8/2020,Diego Amorim - 13201937281,Notebook,R$ 700,2,R$ 1.400,R$ 800,Cartão de Crédito,Rondônia (RO),9
28/8/2020,João Lira - 17278283926,Celular,R$ 300,2,R$ 600,R$ 300,Cartão de Crédito,Roraima (RR),28
28/8/2020,João Lira - 17278283926,Tablet,R$ 500,3,R$ 1.500,R$ 300,Cartão de Crédito,Santa Catarina (SC),63
28/8/2020,João Lira - 17278283926,Notebook,R$ 700,2,R$ 1.400,R$ 500,Cartão de Crédito,São Paulo (SP),6
28/8/2020,João Martins - 16337283762,Celular,R$ 300,1,R$ 300,R$ 100,Cartão de Crédito,Sergipe (SE),64
28/8/2020,João Martins - 16337283762,Tablet,R$ 500,3,R$ 1.500,R$ 500,Cartão de Crédito,Tocantins (TO),87
28/8/2020,João Martins - 16337283762,Notebook,R$ 700,3,R$ 2.100,R$ 1.300,Boleto,Acre (AC),20
29/8/2020,Alon Pinheiro - 14037281763,Celular,R$ 300,3,R$ 900,R$ 400,Cartão de Crédito,Alagoas (AL),41
29/8/2020,Alon Pinheiro - 14037281763,Tablet,R$ 500,3,R$ 1.500,R$ 400,Cartão de Crédito,Amapá (AP),80
29/8/2020,Alon Pinheiro - 14037281763,Notebook,R$ 700,4,R$ 2.800,R$ 1.700,Cartão de Crédito,Amazonas (AM),76
29/8/2020,Diego Amorim - 13201937281,Celular,R$ 300,6,R$ 1.800,R$ 500,Cartão de Crédito,Bahia (BA),75
29/8/2020,Diego Amorim - 13201937281,Tablet,R$ 500,6,R$ 3.000,R$ 1.600,Cartão de Crédito,Ceará (CE),77
29/8/2020,Diego Amorim - 13201937281,Notebook,R$ 700,2,R$ 1.400,R$ 900,Cartão de Crédito,Distrito Federal (DF),66
29/8/2020,João Lira - 17278283926,Celular,R$ 300,5,R$ 1.500,R$ 900,Boleto,Espírito Santo (ES),41
29/8/2020,João Lira - 17278283926,Tablet,R$ 500,1,R$ 500,R$ 100,Cartão de Crédito,Goiás (GO),38
29/8/2020,João Martins - 16337283762,Celular,R$ 300,0,R$ 0,R$ 0,Cartão de Crédito,Maranhão (MA),66
29/8/2020,João Martins - 16337283762,Tablet,R$ 500,3,R$ 1.500,R$ 900,Cartão de Crédito,Mato Grosso (MT),39
29/8/2020,João Martins - 16337283762,Notebook,R$ 700,3,R$ 2.100,R$ 900,Boleto,Mato Grosso do Sul (MS),12
29/8/2020,Alon Pinheiro - 14037281763,Celular,R$ 300,6,R$ 1.800,R$ 1.100,Cartão de Crédito,Minas Gerais (MG),22
29/8/2020,Alon Pinheiro - 14037281763,Tablet,R$ 500,5,R$ 2.500,R$ 500,Boleto,Pará (PA),16
29/8/2020,Alon Pinheiro - 14037281763,Notebook,R$ 700,5,R$ 3.500,R$ 1.700,Boleto,Paraíba (PB),79
29/8/2020,Diego Amorim - 13201937281,Celular,R$ 300,8,R$ 2.400,R$ 1.100,Cartão de Crédito,Paraná (PR),20
29/8/2020,Diego Amorim - 13201937281,Tablet,R$ 500,5,R$ 2.500,R$ 900,Boleto,Pernambuco (PE),13
29/8/2020,Diego Amorim - 13201937281,Notebook,R$ 700,7,R$ 4.900,R$ 2.800,Cartão de Crédito,Piauí (PI),20
29/8/2020,João Lira - 17278283926,Celular,R$ 300,5,R$ 1.500,R$ 700,Cartão de Crédito,Rio de Janeiro (RJ),39
29/8/2020,João Lira - 17278283926,Tablet,R$ 500,2,R$ 1.000,R$ 300,Cartão de Crédito,Rio Grande do Norte (RN),35
29/8/2020,João Lira - 17278283926,Notebook,R$ 700,4,R$ 2.800,R$ 700,Boleto,Rio Grande do Sul (RS),90
29/8/2020,João Martins - 16337283762,Celular,R$ 300,2,R$ 600,R$ 300,Cartão de Crédito,Rondônia (RO),82
29/8/2020,João Martins - 16337283762,Tablet,R$ 500,1,R$ 500,R$ 300,Cartão de Crédito,Roraima (RR),39
29/8/2020,João Martins - 16337283762,Notebook,R$ 700,1,R$ 700,R$ 300,Cartão de Crédito,Santa Catarina (SC),45
29/8/2020,Alon Pinheiro - 14037281763,Celular,R$ 300,2,R$ 600,R$ 200,Boleto,São Paulo (SP),37
29/8/2020,Alon Pinheiro - 14037281763,Tablet,R$ 500,3,R$ 1.500,R$ 600,Cartão de Crédito,Sergipe (SE),32
29/8/2020,Alon Pinheiro - 14037281763,Notebook,R$ 700,4,R$ 2.800,R$ 800,Cartão de Crédito,Tocantins (TO),92
29/8/2020,Diego Amorim - 13201937281,Celular,R$ 300,1,R$ 300,R$ 100,Boleto,Acre (AC),30
29/8/2020,Diego Amorim - 13201937281,Tablet,R$ 500,4,R$ 2.000,R$ 900,Cartão de Crédito,Alagoas (AL),84
29/8/2020,Diego Amorim - 13201937281,Notebook,R$ 700,3,R$ 2.100,R$ 700,Cartão de Crédito,Amapá (AP),77
29/8/2020,João Lira - 17278283926,Tablet,R$ 500,1,R$ 500,R$ 200,Cartão de Crédito,Amazonas (AM),48
29/8/2020,João Lira - 17278283926,Notebook,R$ 700,1,R$ 700,R$ 100,Cartão de Crédito,Bahia (BA),40
29/8/2020,João Martins - 16337283762,Celular,R$ 300,1,R$ 300,R$ 200,Cartão de Crédito,Ceará (CE),92
29/8/2020,João Martins - 16337283762,Tablet,R$ 500,1,R$ 500,R$ 300,Cartão de Crédito,Distrito Federal (DF),87
29/8/2020,João Martins - 16337283762,Notebook,R$ 700,2,R$ 1.400,R$ 700,Cartão de Crédito,Espírito Santo (ES),94
30/8/2020,Alon Pinheiro - 14037281763,Celular,R$ 300,2,R$ 600,R$ 300,Cartão de Crédito,Goiás (GO),3
30/8/2020,Alon Pinheiro - 14037281763,Tablet,R$ 500,5,R$ 2.500,R$ 800,Cartão de Crédito,Maranhão (MA),46
30/8/2020,Alon Pinheiro - 14037281763,Notebook,R$ 700,2,R$ 1.400,R$ 600,Cartão de Crédito,Mato Grosso (MT),74
30/8/2020,Diego Amorim - 13201937281,Celular,R$ 300,3,R$ 900,R$ 300,Cartão de Crédito,Mato Grosso do Sul (MS),31
30/8/2020,Diego Amorim - 13201937281,Tablet,R$ 500,2,R$ 1.000,R$ 600,Boleto,Minas Gerais (MG),18
30/8/2020,Diego Amorim - 13201937281,Notebook,R$ 700,4,R$ 2.800,R$ 1.100,Cartão de Crédito,Pará (PA),85
30/8/2020,João Lira - 17278283926,Tablet,R$ 500,3,R$ 1.500,R$ 900,Cartão de Crédito,Paraíba (PB),50
30/8/2020,João Martins - 16337283762,Celular,R$ 300,8,R$ 2.400,R$ 1.200,Cartão de Crédito,Paraná (PR),21
30/8/2020,João Martins - 16337283762,Tablet,R$ 500,4,R$ 2.000,R$ 500,Cartão de Crédito,Pernambuco (PE),47
30/8/2020,João Martins - 16337283762,Notebook,R$ 700,9,R$ 6.300,R$ 2.200,Boleto,Piauí (PI),35
30/8/2020,Alon Pinheiro - 14037281763,Celular,R$ 300,0,R$ 0,R$ 0,Cartão de Crédito,Rio de Janeiro (RJ),40
30/8/2020,Alon Pinheiro - 14037281763,Tablet,R$ 500,3,R$ 1.500,R$ 300,Cartão de Crédito,Rio Grande do Norte (RN),58
30/8/2020,Alon Pinheiro - 14037281763,Notebook,R$ 700,3,R$ 2.100,R$ 1.300,Cartão de Crédito,Rio Grande do Sul (RS),61
30/8/2020,Diego Amorim - 13201937281,Celular,R$ 300,8,R$ 2.400,R$ 500,Cartão de Crédito,Rondônia (RO),78
30/8/2020,Diego Amorim - 13201937281,Tablet,R$ 500,3,R$ 1.500,R$ 800,Boleto,Roraima (RR),68
30/8/2020,Diego Amorim - 13201937281,Notebook,R$ 700,1,R$ 700,R$ 300,Cartão de Crédito,Santa Catarina (SC),71
30/8/2020,João Lira - 17278283926,Tablet,R$ 500,5,R$ 2.500,R$ 1.500,Cartão de Crédito,São Paulo (SP),58
30/8/2020,João Martins - 16337283762,Celular,R$ 300,4,R$ 1.200,R$ 600,Boleto,Sergipe (SE),33
30/8/2020,João Martins - 16337283762,Tablet,R$ 500,1,R$ 500,R$ 200,Cartão de Crédito,Tocantins (TO),42
30/8/2020,João Martins - 16337283762,Notebook,R$ 700,0,R$ 0,R$ 0,Cartão de Crédito,Bahia (BA),89
30/8/2020,Alon Pinheiro - 14037281763,Celular,R$ 300,5,R$ 1.500,R$ 800,Cartão de Crédito,Ceará (CE),72
30/8/2020,Alon Pinheiro - 14037281763,Tablet,R$ 500,6,R$ 3.000,R$ 1.200,Cartão de Crédito,Distrito Federal (DF),19
30/8/2020,Alon Pinheiro - 14037281763,Notebook,R$ 700,3,R$ 2.100,R$ 900,Cartão de Crédito,Espírito Santo (ES),0
30/8/2020,Diego Amorim - 13201937281,Celular,R$ 300,2,R$ 600,R$ 300,Cartão de Crédito,Goiás (GO),51
30/8/2020,Diego Amorim - 13201937281,Tablet,R$ 500,1,R$ 500,R$ 200,Cartão de Crédito,Maranhão (MA),93
30/8/2020,Diego Amorim - 13201937281,Notebook,R$ 700,1,R$ 700,R$ 200,Cartão de Crédito,Mato Grosso (MT),39
30/8/2020,João Lira - 17278283926,Celular,R$ 300,1,R$ 300,R$ 100,Cartão de Crédito,Mato Grosso do Sul (MS),27
30/8/2020,João Lira - 17278283926,Notebook,R$ 700,3,R$ 2.100,R$ 900,Boleto,Minas Gerais (MG),93
30/8/2020,João Martins - 16337283762,Celular,R$ 300,3,R$ 900,R$ 200,Cartão de Crédito,Pará (PA),79
30/8/2020,João Martins - 16337283762,Tablet,R$ 500,1,R$ 500,R$ 200,Boleto,Paraíba (PB),15
30/8/2020,João Martins - 16337283762,Notebook,R$ 700,2,R$ 1.400,R$ 400,Cartão de Crédito,Paraná (PR),21
31/8/2020,Alon Pinheiro - 14037281763,Celular,R$ 300,5,R$ 1.500,R$ 800,Cartão de Crédito,Pernambuco (PE),57
31/8/2020,Alon Pinheiro - 14037281763,Tablet,R$ 500,1,R$ 500,R$ 200,Boleto,Piauí (PI),96
31/8/2020,Alon Pinheiro - 14037281763,Notebook,R$ 700,0,R$ 0,R$ 0,Cartão de Crédito,Rio de Janeiro (RJ),35
31/8/2020,Diego Amorim - 13201937281,Celular,R$ 300,5,R$ 1.500,R$ 800,Cartão de Crédito,Rio Grande do Norte (RN),14
31/8/2020,Diego Amorim - 13201937281,Tablet,R$ 500,8,R$ 4.000,R$ 1.000,Boleto,Rio Grande do Sul (RS),85
31/8/2020,Diego Amorim - 13201937281,Notebook,R$ 700,6,R$ 4.200,R$ 1.500,Boleto,Rondônia (RO),98
31/8/2020,João Lira - 17278283926,Celular,R$ 300,5,R$ 1.500,R$ 300,Cartão de Crédito,Roraima (RR),55
